ZdAId;ZdAVersion;ZdACreated;ZdAChanged;ZdAName;ZdAXEpsg2154;ZdAYEpsg2154;ZdCId;ZdAType;ZdAPostalRegion;ZdATown,
54565;54565-66121;2014-12-29T16:31:51+01:00;2023-12-20T17:38:53+01:00;LTT;634547;6878037;66121;onstreetBus;78172;Conflans-Sainte-Honorine,
54641;54641-66243;2014-12-29T16:31:51+01:00;2023-12-20T17:38:48+01:00;Hautil;632456;6878570;66243;onstreetBus;78172;Conflans-Sainte-Honorine,
43307;43307-66564;2014-12-29T16:31:51+01:00;2023-12-20T17:38:47+01:00;Grande Rue;627344;6881166;66564;onstreetBus;95074;Boisemont,
416735;1491123-1491124;2016-10-25T02:00:00+02:00;2023-12-20T17:38:12+01:00;Avenue du Premier Dragon;633502;6882894;416736;onstreetBus;95500;Pontoise,
473332;1285270-1096827;2019-03-14T01:00:00+01:00;2023-12-20T17:26:44+01:00;Gare de Pontoise (Place du Général de Gaulle);633911;6883406;66816;onstreetBus;95500;Pontoise,
53867;1205646-1205647;2014-12-29T01:00:00+01:00;2023-12-20T16:15:12+01:00;Z.I. Gustave Madiot;653204;6833987;60220;onstreetBus;91086;Bondoufle,
48555;48555-60233;2014-12-29T16:31:51+01:00;2023-12-20T16:15:08+01:00;ZI Bordes Nord;653028;6834208;60233;onstreetBus;91086;Bondoufle,
48552;48552-60271;2014-12-29T16:31:51+01:00;2023-12-20T16:15:07+01:00;Les Vergers;655923;6834685;60271;onstreetBus;91228;Evry-Courcouronnes,
43799;43799-60148;2014-12-29T16:31:51+01:00;2023-12-20T16:15:06+01:00;Les Tours;661437;6833030;60148;onstreetBus;91174;Corbeil-Essonnes,
44846;44846-60315;2014-12-29T16:31:51+01:00;2023-12-20T16:14:55+01:00;Sous Préfecture;661363;6835019;60315;onstreetBus;91174;Corbeil-Essonnes,
477361;1143297-1155235;2019-07-18T23:14:34+02:00;2023-12-20T16:14:54+01:00;Place du Couvent;659489;6838841;60713;onstreetBus;91600;Soisy-sur-Seine,
45749;45749-1382936;2014-12-29T16:31:51+01:00;2023-12-20T16:14:50+01:00;Rosenberg;658166;6837096;60493;onstreetBus;91228;Evry-Courcouronnes,
423858;797029-1422810;2016-08-02T02:00:00+02:00;2023-12-20T16:14:48+01:00;RN7 - Lisses;660340;6834679;412440;onstreetBus;91174;Corbeil-Essonnes,
44207;765295-1427466;2014-12-29T01:00:00+01:00;2023-12-20T16:14:37+01:00;Ratisbonne;658353;6837950;60609;onstreetBus;91228;Evry-Courcouronnes,
59008;59008-74111;2014-12-29T16:31:51+01:00;2023-12-20T16:14:35+01:00;Palais des Sports;660930;6834018;74111;onstreetBus;91174;Corbeil-Essonnes,
462037;1353978-1353977;2018-07-20T02:00:00+02:00;2023-12-20T16:14:20+01:00;Plaine Centrale Grande Borne;654058;6839434;462038;onstreetBus;91286;Grigny,
45853;1327901-1327902;2014-12-29T01:00:00+01:00;2023-12-20T16:14:07+01:00;Mairie Annexe Evry Sud;659267;6837414;60531;onstreetBus;91228;Evry-Courcouronnes,
48518;48518-836270;2014-12-29T16:31:51+01:00;2023-12-20T16:13:57+01:00;La Mare aux Moules;653964;6835782;60381;onstreetBus;91086;Bondoufle,
51336;51336-60419;2014-12-29T16:31:51+01:00;2023-12-20T16:13:47+01:00;Jean Rostand;658158;6836127;60419;onstreetBus;91228;Evry-Courcouronnes,
48424;48424-60841;2014-12-29T16:31:51+01:00;2023-12-20T16:13:44+01:00;Jean Moulin;653434;6840218;60841;onstreetBus;91687;Viry-Châtillon,
415266;641858-60448;2015-04-01T20:03:34+02:00;2023-12-20T16:13:43+01:00;Jean Mermoz;656434;6836522;60448;onstreetBus;91228;Evry-Courcouronnes,
51333;51333-60733;2014-12-29T16:31:51+01:00;2023-12-20T16:13:42+01:00;Jean Jaurès;656292;6839070;60733;onstreetBus;91521;Ris-Orangis,
488621;1497162-60387;2023-10-19T11:21:30+02:00;2023-12-20T16:13:41+01:00;Jean Monnet;656928;6835894;60387;onstreetBus;91228;Evry-Courcouronnes,
473465;1450214-1097360;2019-03-14T01:00:00+01:00;2023-12-20T16:13:36+01:00;Gare Ris-Orangis Val de Ris;656799;6840038;60839;onstreetBus;91521;Ris-Orangis,
42978;42978-60237;2014-12-29T16:31:51+01:00;2023-12-20T16:13:23+01:00;Exona;659259;6834186;60237;onstreetBus;91340;Lisses,
482886;1352654-1427467;2021-11-17T01:00:00+01:00;2023-12-20T16:13:22+01:00;Lycée Notre-Dame de Sion;658291;6838120;485539;onstreetBus;91228;Evry-Courcouronnes,
45838;45838-60257;2014-12-29T16:31:51+01:00;2023-12-20T16:13:18+01:00;Edouard Petit;661729;6834338;60257;onstreetBus;91174;Corbeil-Essonnes,
420815;741394-741396;2015-12-10T22:12:37+01:00;2023-12-20T16:13:15+01:00;Collège Paul Eluard;658945;6835932;420816;onstreetBus;91228;Evry-Courcouronnes,
422645;760392-74160;2016-06-09T23:18:18+02:00;2023-12-20T16:13:05+01:00;Chevallier;662061;6834235;74160;onstreetBus;91174;Corbeil-Essonnes,
42719;42719-60359;2014-12-29T16:31:51+01:00;2023-12-20T16:13:02+01:00;Collège Paul Fort;656640;6835563;60359;onstreetBus;91228;Evry-Courcouronnes,
52365;52365-60834;2014-12-29T16:31:51+01:00;2023-12-20T16:12:54+01:00;Cimetière;651906;6840076;60834;onstreetBus;91434;Morsang-sur-Orge,
45836;45836-60240;2014-12-29T16:31:51+01:00;2023-12-20T16:12:47+01:00;Centre Commercial;660868;6834210;60240;onstreetBus;91174;Corbeil-Essonnes,
51329;1319651-1219636;2014-12-29T01:00:00+01:00;2023-12-20T14:56:07+01:00;Mare aux Joncs;652206;6833934;60195;onstreetBus;91494;Le Plessis-Pâté,
473358;1092783-1092809;2019-03-12T01:00:00+01:00;2023-12-20T14:54:15+01:00;Gare de Grigny Centre;655430;6839390;60797;onstreetBus;91286;Grigny,
48497;48497-1255921;2014-12-29T16:31:51+01:00;2023-12-20T14:52:57+01:00;Clos Aux Pois;658446;6833521;60175;onstreetBus;91340;Lisses,
473852;1106115-71161;2019-03-25T01:00:00+01:00;2023-12-20T14:49:43+01:00;Luxembourg;651603;6860938;71161;onstreetBus;75105;Paris 5e,
473693;1382245-70657;2019-03-19T01:00:00+01:00;2023-12-20T14:49:43+01:00;Porte d'Orléans;650490;6858245;70657;onstreetBus;75114;Paris 14e,
55891;1516407-1485030;2014-12-29T16:31:51+01:00;2023-12-20T09:59:21+01:00;Fort-Mardi;681284;6864247;73747;onstreetBus;77307;Montévrain,
44578;44578-62875;2014-12-29T16:31:51+01:00;2023-12-19T20:41:55+01:00;Pyramide de Juvisy;653773;6844402;62875;onstreetBus;91326;Juvisy-sur-Orge,
53041;53041-60183;2014-12-29T16:31:51+01:00;2023-12-19T20:41:55+01:00;La Petite Folie;644446;6833638;60183;onstreetBus;91552;Saint-Germain-lès-Arpajon,
53073;53073-60676;2014-12-29T16:31:51+01:00;2023-12-19T20:41:55+01:00;Viry Grigny;651641;6838752;60676;onstreetBus;91434;Morsang-sur-Orge,
43714;43714-63165;2014-12-29T16:31:51+01:00;2023-12-19T20:41:55+01:00;Les Champarts;648389;6846477;63165;onstreetBus;91377;Massy,
52973;52973-60707;2014-12-29T16:31:51+01:00;2023-12-19T20:41:55+01:00;Emile Zola;651436;6838904;60707;onstreetBus;91434;Morsang-sur-Orge,
52925;1300842-1300846;2014-12-29T01:00:00+01:00;2023-12-19T20:41:55+01:00;Augustin Fresnel;652182;6836078;60410;onstreetBus;91549;Sainte-Geneviève-des-Bois,
48225;48225-60816;2014-12-29T16:31:51+01:00;2023-12-19T20:41:55+01:00;Le Perray;647763;6839952;60816;onstreetBus;91044;Ballainvilliers,
53494;53494-62430;2014-12-29T16:31:51+01:00;2023-12-19T18:28:26+01:00;Condorcet;669560;6836993;62430;onstreetBus;77296;Moissy-Cramayel,
52322;52322-60246;2014-12-29T16:31:51+01:00;2023-12-19T18:26:47+01:00;Ferme des Folies;656560;6834330;60246;onstreetBus;91340;Lisses,
48608;1305881-1305882;2014-12-29T01:00:00+01:00;2023-12-19T16:26:05+01:00;Alexandre 1er;636938;6856513;63974;onstreetBus;78646;Versailles,
427042;892455-64720;2017-10-12T23:26:17+02:00;2023-12-19T15:50:07+01:00;Hôpital;628423;6869119;64720;onstreetBus;78498;Poissy,
47610;795157-1095762;2014-12-29T01:00:00+01:00;2023-12-19T13:35:35+01:00;Pontoise - Gare de la Frette Montigny;640176;6875908;65659;onstreetBus;95257;La Frette-sur-Seine,
43262;43262-73735;2014-12-29T16:31:51+01:00;2023-12-19T13:35:35+01:00;Gay Lussac;624708;6855171;73735;onstreetBus;78208;Élancourt,
43537;43537-1293471;2014-12-29T16:31:51+01:00;2023-12-19T13:35:35+01:00;Faisanderie;624537;6876374;65703;onstreetBus;78642;Verneuil-sur-Seine,
58721;58721-1180723;2014-12-29T16:31:51+01:00;2023-12-18T21:35:01+01:00;Gare du Nord - Dunkerque;652715;6864630;71410;onstreetBus;75110;Paris 10e,
54245;1497363-1497364;2014-12-29T16:31:51+01:00;2023-12-18T16:46:50+01:00;Allée des Clairières;623184;6877062;65853;onstreetBus;78642;Verneuil-sur-Seine,
486968;1515121-1515120;2023-04-06T12:04:53+02:00;2023-12-14T18:58:05+01:00;Bois de Saint-Eutrope;655465;6837276;486998;onstreetTram;91521;Ris-Orangis,
470536;1071951-1113509;2019-03-06T01:00:00+01:00;2023-12-14T18:16:48+01:00;Magenta - Gare de l'Est;652763;6864234;71359;onstreetBus;75110;Paris 10e,
51056;51056-62900;2014-12-29T16:31:51+01:00;2023-12-12T16:02:41+01:00;Division Leclerc;649691;6844612;62900;onstreetBus;91161;Chilly-Mazarin,
50784;1362711-1239511;2014-12-29T01:00:00+01:00;2023-12-12T11:01:40+01:00;Four Peary / Choisy Sud;656805;6850592;69742;onstreetBus;94022;Choisy-le-Roi,
473765;1102824-1348066;2019-03-19T01:00:00+01:00;2023-12-12T11:01:40+01:00;Villejuif - Louis Aragon;653458;6854371;70143;onstreetBus;94076;Villejuif,
49637;1352663-1352664;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;Lycée Charles Beaudelaire;663779;6889090;69452;onstreetBus;95250;Fosses,
49687;49687-67290;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Baillon;656301;6894398;67290;onstreetBus;95026;Asnières-sur-Oise,
59198;59198-755656;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Tabac;653914;6887986;422080;onstreetBus;95056;Belloy-en-France,
416365;664642-67339;2015-05-12T23:15:52+02:00;2023-12-11T16:58:42+01:00;Mairie;649078;6895929;67339;onstreetBus;95058;Bernes-sur-Oise,
59267;59267-74315;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Mairie;643895;6892966;74315;onstreetBus;95134;Champagne-sur-Oise,
47526;1351386-1351387;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;Les Quatre Vents;653829;6892508;419687;onstreetBus;95652;Viarmes,
47520;1270756-1270757;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;École Henri Boiscommun;648829;6885189;66979;onstreetBus;95042;Baillet-en-France,
58165;58165-67244;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Bois des Bonnets;656552;6893321;67244;onstreetBus;95026;Asnières-sur-Oise,
58161;58161-67215;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Mascrée;654643;6892419;67215;onstreetBus;95652;Viarmes,
47583;1228966-1228967;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;Mairie / Marcel Perrin;640546;6885146;66973;onstreetBus;95394;Méry-sur-Oise,
58250;1319523-1319524;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;Centre Aquatique;648551;6894418;422211;onstreetBus;95052;Beaumont-sur-Oise,
45035;45035-69177;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Village;664599;6878336;69177;onstreetBus;95527;Roissy-en-France,
426824;880934-880935;2017-08-25T02:00:00+02:00;2023-12-11T16:58:42+01:00;Jacques Touati;648375;6894888;67308;onstreetBus;95487;Persan,
426838;880910-880911;2017-08-25T02:00:00+02:00;2023-12-11T16:58:42+01:00;Place de la République;647177;6894769;67315;onstreetBus;95487;Persan,
426849;880922-880923;2017-08-25T02:00:00+02:00;2023-12-11T16:58:42+01:00;Etienne Dolet;646890;6895037;422276;onstreetBus;95487;Persan,
426856;896613-879274;2017-08-25T02:00:00+02:00;2023-12-11T16:58:42+01:00;Les Menhirs;645114;6893390;426857;onstreetBus;95134;Champagne-sur-Oise,
58812;657945-657947;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;Roger Salengro;652137;6889621;415737;onstreetBus;95566;Saint-Martin-du-Tertre,
57497;57497-67073;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Jean Forget;649914;6886943;67073;onstreetBus;95353;Maffliers,
58992;58992-756884;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Van Gogh;649097;6894183;422258;onstreetBus;95052;Beaumont-sur-Oise,
473071;1272825-1119541;2019-03-11T01:00:00+01:00;2023-12-11T16:58:42+01:00;Gare de Belloy Saint-Martin;653384;6888863;67126;onstreetBus;95056;Belloy-en-France,
44728;44728-66767;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Equerre;636720;6882969;66767;onstreetBus;95572;Saint-Ouen-l'Aumône,
422309;757342-67147;2016-04-21T17:33:26+02:00;2023-12-11T16:58:42+01:00;Les Fontenelles;652722;6889828;67147;onstreetBus;95566;Saint-Martin-du-Tertre,
422300;757185-838592;2016-04-19T14:02:05+02:00;2023-12-11T16:58:42+01:00;Sente de la Fontaine;649250;6885796;425923;onstreetBus;95430;Montsoult,
54533;54533-66946;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Rond-Point d'Attainville;651664;6884718;66946;onstreetBus;95028;Attainville,
54587;849482-588617;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;Frépillon;642202;6884539;66926;onstreetBus;95256;Frépillon,
422225;756551-756555;2016-04-15T13:05:07+02:00;2023-12-11T16:58:42+01:00;Blum Senlis;648621;6894066;74100;onstreetBus;95052;Beaumont-sur-Oise,
422226;1270909-1270910;2021-05-12T02:00:00+02:00;2023-12-11T16:58:42+01:00;Paul Éluard;646925;6894651;67300;onstreetBus;95487;Persan,
473611;1100267-1100266;2019-03-18T01:00:00+01:00;2023-12-11T16:58:42+01:00;Gare de Viarmes;653883;6890972;67176;onstreetBus;95652;Viarmes,
424516;801063-801065;2016-09-26T23:48:22+02:00;2023-12-11T16:58:42+01:00;Charles Baudelaire;658141;6892355;424517;onstreetBus;95149;Chaumontel,
53617;1322412-1322413;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;Bel Air;648196;6895660;67332;onstreetBus;95058;Bernes-sur-Oise,
53616;53616-871059;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;La Bouville;648663;6895884;67344;onstreetBus;95058;Bernes-sur-Oise,
473426;1095827-1119814;2019-03-13T01:00:00+01:00;2023-12-11T16:58:42+01:00;Gare de Persan Beaumont;647425;6894459;67292;onstreetBus;95487;Persan,
53633;53633-67265;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Boyenval;648954;6893928;67265;onstreetBus;95052;Beaumont-sur-Oise,
53637;53637-758382;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Mairie;647807;6893810;422245;onstreetBus;95052;Beaumont-sur-Oise,
53648;53648-67252;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Duquesnel;647382;6893559;67252;onstreetBus;95052;Beaumont-sur-Oise,
53654;53654-67275;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Rue de Senlis;648811;6894118;67275;onstreetBus;95052;Beaumont-sur-Oise,
473401;1095254-1119764;2019-03-13T01:00:00+01:00;2023-12-11T16:58:42+01:00;Montsoult Maffliers;650452;6885366;67000;onstreetBus;95430;Montsoult,
413782;1245775-1245776;2015-03-09T01:00:00+01:00;2023-12-11T16:58:42+01:00;Institut Saint-Dominique;671177;6890001;413783;onstreetBus;60432;Mortefontaine,
42935;757189-838599;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;Eglise;649521;6885854;67025;onstreetBus;95430;Montsoult,
50062;756600-756595;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;Mairie / Centre;661009;6888844;67112;onstreetBus;95055;Bellefontaine,
49029;49029-66958;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Molière;639711;6884962;66958;onstreetBus;95394;Méry-sur-Oise,
49019;1271767-1271768;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;Centre Commercial;641348;6886102;67032;onstreetBus;95392;Mériel,
51674;51674-67061;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Fougères;649798;6886726;67061;onstreetBus;95353;Maffliers,
51680;51680-67165;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Place du Tillé;643599;6890575;67165;onstreetBus;95313;L'Isle-Adam,
51683;1350549-1350550;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;La Poste;642984;6890544;67162;onstreetBus;95313;L'Isle-Adam,
49578;49578-67171;2014-12-29T16:31:51+01:00;2023-12-11T16:58:42+01:00;Erik Satie;657853;6890823;67171;onstreetBus;95352;Luzarches,
49569;1332798-1332797;2014-12-29T01:00:00+01:00;2023-12-11T16:58:42+01:00;Croix l'Alouette;658013;6891364;67181;onstreetBus;95149;Chaumontel,
486979;1466095-1515117;2023-04-06T12:05:02+02:00;2023-12-08T14:01:12+01:00;Parc du Château;652529;6841046;60892;onstreetTram;91434;Morsang-sur-Orge,
58942;1466467-1466468;2014-12-29T16:31:51+01:00;2023-12-07T14:39:14+01:00;Guy Crescent;627934;6868898;74068;onstreetBus;78498;Poissy,
473759;1102534-71092;2019-03-19T01:00:00+01:00;2023-12-05T15:21:13+01:00;Saint-Marcel - La Pitié;653103;6860116;71092;onstreetBus;75113;Paris 13e,
48419;48419-60976;2014-12-29T16:31:51+01:00;2023-12-04T16:42:06+01:00;Husson;654321;6842002;60976;onstreetBus;91687;Viry-Châtillon,
480601;1234603-1325214;2021-02-02T01:00:00+01:00;2023-12-04T16:42:06+01:00;Quatre Vents;651053;6840329;60858;onstreetBus;91667;Villemoisson-sur-Orge,
53061;1325284-1325285;2014-12-29T01:00:00+01:00;2023-12-04T16:42:06+01:00;Séquigny;649912;6838247;60622;onstreetBus;91549;Sainte-Geneviève-des-Bois,
54644;54644-60962;2014-12-29T16:31:51+01:00;2023-12-04T16:42:06+01:00;Esclangon;654182;6841821;60962;onstreetBus;91687;Viry-Châtillon,
52975;52975-60653;2014-12-29T16:31:51+01:00;2023-12-04T16:42:06+01:00;Etoile Stalingrad;650978;6838574;60653;onstreetBus;91549;Sainte-Geneviève-des-Bois,
48278;48278-60908;2014-12-29T16:31:51+01:00;2023-12-04T16:42:06+01:00;Jean Morlet;652500;6841177;60908;onstreetBus;91434;Morsang-sur-Orge,
488519;1513999-1008863;2023-09-26T12:06:40+02:00;2023-12-04T15:49:09+01:00;Gourgaud - Paul Adam;648767;6865669;71505;onstreetBus;75117;Paris 17e,
59092;59092-74173;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Place Simone Weil;628911;6846193;74173;onstreetBus;78160;Chevreuse,
417904;801381-767359;2016-09-28T02:00:00+02:00;2023-12-01T17:06:42+01:00;Vigne Blanche;620388;6876304;423056;onstreetBus;78440;Les Mureaux,
48575;1217782-1368221;2014-12-29T01:00:00+01:00;2023-12-01T17:06:42+01:00;Kléber;636297;6858131;64085;onstreetBus;78158;Chesnay-Rocquencourt,
48741;48741-60244;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Bois d'Ardeau;632273;6834418;60244;onstreetBus;91249;Forges-les-Bains,
48709;1303658-1303659;2014-12-29T01:00:00+01:00;2023-12-01T17:06:42+01:00;Mesnil Sevin;626046;6846958;63188;onstreetBus;78548;Saint-Forget,
48655;793073-793074;2014-12-29T01:00:00+01:00;2023-12-01T17:06:42+01:00;Longchêne Place;626480;6838040;60565;onstreetBus;78120;Bullion,
48855;48855-62654;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Baratage;637480;6843174;62654;onstreetBus;91122;Bures-sur-Yvette,
58508;58508-1363703;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Saint Lubin;613327;6839120;60641;onstreetBus;78517;Rambouillet,
414922;631585-63246;2015-03-26T10:37:01+01:00;2023-12-01T17:06:42+01:00;La Colonie;604673;6847858;63246;onstreetBus;78171;Condé-sur-Vesgre,
424206;793200-60057;2016-08-24T16:07:57+02:00;2023-12-01T17:06:42+01:00;La Touche;637027;6831691;60057;onstreetBus;91568;Saint-Maurice-Montcouronne,
46849;46849-64051;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Pierre Percée;616525;6857856;64051;onstreetBus;78443;Neauphle-le-Vieux,
46834;46834-60506;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Petit Parc;609514;6837667;60506;onstreetBus;78269;Gazeran,
46824;46824-972256;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Sous-Préfecture / Passage Fleuri;613417;6838849;73805;onstreetBus;78517;Rambouillet,
46864;46864-64278;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Calvaire;620513;6861437;64278;onstreetBus;78615;Thiverval-Grignon,
46863;46863-64278;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Eglise;620527;6861601;64278;onstreetBus;78615;Thiverval-Grignon,
44208;44208-63686;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Notre Dame du Bel-Air;611718;6853711;63686;onstreetBus;78420;Montfort-l'Amaury,
44308;44308-63828;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Perdreauville;602771;6855330;63828;onstreetBus;78263;Gambais,
55002;55002-60044;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Poyers;609081;6831721;60044;onstreetBus;78470;Orphin,
55010;55010-60995;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Cerisaie;609095;6842543;60995;onstreetBus;78497;Poigny-la-Forêt,
55029;55029-60435;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Mairie;602919;6836781;60435;onstreetBus;78516;Raizeux,
474333;1115078-1115084;2019-04-16T02:00:00+02:00;2023-12-01T17:06:42+01:00;Rue d'Auffargis;618424;6846474;474334;onstreetBus;78220;Les Essarts-le-Roi,
57795;57795-63520;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Lycée Descartes;629284;6851955;63520;onstreetBus;78423;Montigny-le-Bretonneux,
55052;55052-59707;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Château;619962;6823536;59707;onstreetBus;78564;Saint-Martin-de-Bréthencourt,
55057;55057-59981;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Boutareine;619066;6830539;59981;onstreetBus;78601;Sonchamp,
55055;55055-59749;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Moulin de Ville;622065;6824676;59749;onstreetBus;78564;Saint-Martin-de-Bréthencourt,
55069;55069-59989;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;La Mare;620479;6830650;59989;onstreetBus;78537;Saint-Arnoult-en-Yvelines,
463488;1029596-1029598;2019-02-11T16:22:49+01:00;2023-12-01T17:06:42+01:00;Mairie;601121;6865376;463489;onstreetBus;78439;Mulcent,
57817;57817-63503;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Kepler;625407;6852015;63503;onstreetBus;78621;Trappes,
54000;54000-65206;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Poteau;614325;6873604;65206;onstreetBus;78217;Épône,
54007;876019-876020;2014-12-29T01:00:00+01:00;2023-12-01T17:06:42+01:00;Place des Fêtes;625101;6864599;64429;onstreetBus;78233;Feucherolles,
56669;1322459-1322460;2014-12-29T01:00:00+01:00;2023-12-01T17:06:42+01:00;Bel Air;613766;6837498;60502;onstreetBus;78517;Rambouillet,
56679;56679-60724;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Europe;615706;6839333;60724;onstreetBus;78517;Rambouillet,
54065;54065-64461;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Village;616413;6865270;64461;onstreetBus;78415;Montainville,
43372;43372-64183;2014-12-29T16:31:51+01:00;2023-12-01T17:06:42+01:00;Hôpital André Mignot;635991;6859219;64183;onstreetBus;78158;Chesnay-Rocquencourt,
54110;1113491-1113492;2014-12-29T01:00:00+01:00;2023-12-01T17:06:42+01:00;Pasteur CD113;625387;6870208;64811;onstreetBus;78466;Orgeval,
